22619,0.412195,747
22841,0.412195,601
23062,0.412195,693
23283,0.919511,760
23504,0.919511,569
23726,0.919511,702
23948,1.51138,664
24169,1.51138,612
24391,1.97642,703
24612,1.97642,712
24834,1.97642,557
25056,2.14553,656
25277,2.14553,676
25499,2.02927,983
25720,2.02927,696
25941,2.02927,632
26162,1.90244,786
26383,1.90244,678
26604,1.90244,651
26825,1.76504,658
27046,1.76504,663
27266,1.64878,653
27488,1.64878,660
27710,1.64878,662
27953,1.53252,653
28175,1.53252,660
28397,1.53252,664
28618,1.40569,655
28839,1.40569,661
29060,1.28943,664
29281,1.28943,653
29502,1.28943,660
29723,1.1626,661
29944,1.1626,662
30165,1.06748,653
30386,1.06748,658
30608,1.06748,663
30829,0.961788,656
31052,0.961788,659
31274,0.961788,663
31495,0.877235,663
31720,0.877235,660
31942,0.771544,663
32164,0.771544,651
32385,0.771544,660
32606,0.686991,661
32827,0.686991,654
33048,0.686991,660
33269,0.613008,660
33490,0.613008,664
33710,0.549593,654
33933,0.549593,659
34154,0.549593,663
34376,0.486178,652
34598,0.486178,660
34820,0.486178,664
35041,0.422764,653
35263,0.422764,658
35486,0.359349,664
35707,0.359349,653
35928,0.359349,660
36149,0.317073,663
36370,0.317073,656
36591,0.264227,654
36812,0.264227,659
37033,0.264227,663
37255,0.221951,652
37476,0.221951,660
37697,0.221951,661
37918,0.169106,654
38138,0.169106,653
38360,0.137398,659
38580,0.137398,664
38802,0.137398,653
39023,0.11626,659
39245,0.11626,664
39467,0.11626,656
39689,0.0951219,659
39933,0.0951219,663
40155,0.0634146,655
40377,0.0634146,660
40599,0.0634146,663
40821,0.0422764,654
41042,0.0422764,660
41263,0.0,663
41484,0.0,654
41705,0.0,655
41926,0.0,660
42147,0.0,661
42368,0.0,656
42589,-0.0211382,669
42810,-0.0211382,662
43031,-0.0634146,652
43252,-0.0634146,654
43473,-0.0634146,660
43695,-0.0634146,663
43916,-0.0634146,654
44137,-0.0634146,660
44359,-0.0845528,663
44581,-0.0845528,659
44803,-0.105691,659
45025,-0.105691,660
45247,-0.105691,657
45469,-0.126829,659
45691,-0.126829,663
45913,-0.147967,654
46135,-0.147967,660
46357,-0.147967,660
46580,-0.169106,650
46801,-0.169106,658
47022,-0.169106,666
47243,-0.169106,653
47464,-0.169106,653
47685,-0.190244,658
47906,-0.190244,662
48127,-0.190244,655
48348,-0.190244,660
48569,-0.190244,664
48790,-0.190244,663
49011,-0.211382,652
49232,-0.211382,660
49453,-0.211382,665
49674,-0.211382,653
49895,-0.211382,658
50116,-0.23252,659
50338,-0.23252,662
50559,-0.23252,653
50780,-0.253658,661
51001,-0.253658,664
52252,-0.274796,661
52473,-0.274796,660
52694,-0.274796,664
52915,-0.274796,654
53137,-0.274796,660
53358,-0.274796,664
53579,-0.274796,653
53803,-0.274796,659
54024,-0.274796,662
54245,-0.253658,653
54467,-0.253658,660
54688,-0.274796,664
54909,-0.274796,653
55131,-0.274796,660
55353,-0.274796,664
55579,-0.274796,652
55800,-0.274796,660
56021,-0.317073,662
56242,-0.317073,665
56463,-0.317073,654
56684,-0.317073,660
56906,-0.317073,663
57126,-0.317073,653
57347,-0.317073,662
57573,-0.317073,661
57794,-0.317073,664
58016,-0.317073,653
58238,-0.338211,661
58460,-0.338211,663
58682,-0.338211,653
58904,-0.338211,659
59126,-0.338211,664
59347,-0.338211,654
59568,-0.359349,659
59789,-0.359349,663
